"","age","price","bedrooms","bathrooms","bathroom_to_bedroom_ratio","floors","waterfront","view","condition","grade","yr_renovated","sqft_living15","sqft_lot15","sqft_above","sqft_basement"
"1710","New","Premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Average","Very large","No basement"
"1711","Moderately Old","Expensive","3","3","Adequate","1","No","No view","Good","Decent","Not renovated","Average","Very large","Small","Small"
"1712","Average","Cheap","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Very small","Average","Small","No basement"
"1713","Moderately Old","Premium","6","3","Less than adequate","1","No","No view","Excellent","Decent","Not renovated","Small","Large","Average","Very Small"
"1714","Average","Affordable","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Small","Very large","Small","No basement"
"1715","New","Ultra premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Small","Large","Small"
"1716","New","Affordable","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Small","Very large","No basement"
"1717","Old","Ultra premium","3","1","Less than adequate","1","No","No view","Good","Decent","Not renovated","Small","Very small","Average","No basement"
"1718","Old","Affordable","2","2","Adequate","1","No","Single View","Good","Poor","Not renovated","Very small","Very small","Very small","Large"
"1719","Average","Expensive","6","3","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Large","Large","Small","Large"
"1720","Old","Premium","4","1","Less than adequate","1","No","Multiple views","Good","Poor","Not renovated","Very large","Very large","Small","No basement"
"1721","Average","Ultra premium","5","3","Adequate","1","No","No view","Excellent","Decent","Not renovated","Very large","Very large","Large","Medium"
"1722","Moderately New","Affordable","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Average","Large","Average","No basement"
"1723","Moderately Old","Affordable","3","1","Less than adequate","1","No","No view","Excellent","Decent","Not renovated","Very small","Large","Small","No basement"
"1724","Average","Affordable","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Very small","Very large","Average","Small"
"1725","Moderately Old","Affordable","3","1","Less than adequate","1","No","No view","Excellent","Decent","Not renovated","Average","Large","Small","No basement"
"1726","Average","Affordable","4","2","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Average","Very large","Average","Medium"
"1727","Average","Cheap","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Average","Average","Average","No basement"
"1728","Moderately New","Expensive","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Very large","Very large","Large","Very Small"
"1729","Very Old","Cheap","3","2","Adequate","1","No","No view","Decent","Poor","Not renovated","Large","Large","Large","No basement"
"1730","Old","Premium","5","3","Adequate","2","No","No view","Excellent","Decent","Not renovated","Average","Small","Average","Small"
"1731","New","Ultra premium","5","4","Adequate","2","No","No view","Decent","Good","Not renovated","Large","Large","Very large","Small"
"1732","Old","Affordable","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Very small","Small","Very small","Large"
"1733","Moderately New","Ultra premium","4","3","Adequate","2","No","No view","Good","Good","Not renovated","Very large","Very large","Very large","No basement"
"1734","Average","Premium","4","3","Adequate","1","No","No view","Excellent","Decent","Not renovated","Average","Large","Average","Medium"
"1735","Old","Cheap","1","1","Adequate","1","No","Multiple views","Very Poor","Poor","Renovated","Very small","Very small","Very small","No basement"
"1736","New","Expensive","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Average","Very small","Large","No basement"
"1737","Moderately New","Affordable","3","2","Adequate","2","No","No view","Decent","Decent","Not renovated","Small","Very large","Large","No basement"
"1738","Old","Cheap","4","2","Less than adequate","1","No","No view","Good","Poor","Not renovated","Very small","Very small","Very small","Very large"
"1739","Moderately Old","Expensive","3","1","Less than adequate","1","No","No view","Excellent","Poor","Not renovated","Large","Small","Very small","No basement"
"1740","Average","Premium","5","3","Adequate","1","No","No view","Excellent","Decent","Not renovated","Very large","Very large","Average","Large"
"1741","Moderately New","Ultra premium","3","3","Adequate","2","No","Multiple views","Decent","Decent","Not renovated","Very large","Very large","Very large","No basement"
"1742","Moderately New","Affordable","4","3","Adequate","2","No","No view","Good","Decent","Not renovated","Large","Average","Very large","No basement"
"1743","New","Expensive","5","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Very small","Very large","No basement"
"1744","Moderately New","Expensive","4","2","Less than adequate","2","No","No view","Good","Decent","Not renovated","Very large","Very large","Large","Medium"
"1745","Old","Ultra premium","5","2","Less than adequate","2","No","No view","Decent","Decent","Not renovated","Average","Very small","Large","No basement"
"1746","Average","Premium","4","2","Less than adequate","2","No","No view","Decent","Decent","Not renovated","Large","Large","Very large","No basement"
"1747","New","Ultra premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Small","Very large","No basement"
"1748","Moderately Old","Affordable","3","2","Adequate","1","No","Multiple views","Excellent","Decent","Not renovated","Average","Very large","Average","No basement"
"1749","Old","Expensive","2","1","Less than adequate","1","No","Single View","Decent","Poor","Renovated","Very small","Very small","Small","No basement"
"1750","Moderately Old","Affordable","2","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Very small","Average","Very small","No basement"
"1751","Average","Expensive","3","3","Adequate","1","No","No view","Excellent","Decent","Not renovated","Average","Large","Small","Small"
"1752","Old","Expensive","2","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Small","Very small","Very small","Very Small"
"1753","Old","Expensive","6","4","Adequate","2","No","No view","Decent","Decent","Renovated","Small","Small","Very large","No basement"
"1754","New","Affordable","2","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Average","Very small","Very small","Small"
"1755","Moderately New","Ultra premium","3","3","Adequate","2","No","No view","Decent","Good","Not renovated","Very large","Very large","Very large","No basement"
"1756","Moderately Old","Premium","3","3","Adequate","1","No","Multiple views","Good","Decent","Not renovated","Large","Large","Average","Medium"
"1757","Moderately New","Ultra premium","5","3","Adequate","2","No","No view","Decent","Good","Not renovated","Very large","Very large","Very large","No basement"
"1758","New","Premium","4","4","Adequate","2","No","No view","Decent","Good","Not renovated","Very large","Small","Very large","No basement"
"1759","Moderately New","Premium","3","2","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Large","Large","No basement"
"1760","Average","Premium","4","3","Adequate","1","No","No view","Decent","Decent","Not renovated","Large","Large","Average","Medium"
"1761","New","Premium","3","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Average","Small","Very large","No basement"
"1762","Moderately Old","Premium","5","3","Adequate","1","No","No view","Good","Decent","Not renovated","Large","Small","Average","Medium"
"1763","Average","Premium","4","2","Less than adequate","2","No","No view","Good","Decent","Not renovated","Average","Average","Large","No basement"
"1764","Moderately New","Ultra premium","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very large","Very large","Very large","No basement"
"1765","Average","Affordable","4","2","Less than adequate","1","No","No view","Good","Decent","Not renovated","Large","Large","Large","No basement"
"1766","Very Old","Expensive","4","2","Less than adequate","1","No","No view","Decent","Decent","Not renovated","Small","Very small","Average","Very Small"
"1767","Average","Affordable","3","2","Adequate","1","No","No view","Good","Decent","Not renovated","Average","Large","Very small","No basement"
"1768","Old","Ultra premium","5","3","Adequate","1","No","Multiple views","Decent","Decent","Not renovated","Very large","Very small","Large","Very Small"
"1769","New","Affordable","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very small","Small","Large","No basement"
"1770","Old","Ultra premium","4","2","Less than adequate","2","No","Multiple views","Good","Good","Renovated","Very large","Very large","Very large","Very Small"
"1771","Moderately New","Expensive","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Very small","Very small","Large","No basement"
"1772","Average","Expensive","4","3","Adequate","1","No","No view","Good","Decent","Not renovated","Large","Average","Large","Medium"
"1773","Moderately New","Affordable","4","3","Adequate","2","No","No view","Decent","Decent","Not renovated","Large","Average","Very large","No basement"
"1774","Moderately Old","Cheap","3","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Average","Very large","Small","No basement"
"1775","Average","Affordable","3","1","Less than adequate","1","No","No view","Decent","Poor","Not renovated","Very small","Large","Very small","No basement"
"1776","Average","Affordable","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Average","Large","Small","Small"
"1777","New","Cheap","3","2","Adequate","1","No","No view","Decent","Decent","Not renovated","Very small","Small","Small","No basement"
